open,high,low,close,tick_volume,spread,real_volume,state_hat_H1,margin_H1,ctx_session_bucket,ctx_state_age,ctx_dist_vwap_atr,ctx_vwap_source,ctx_vwap_anchor,LOOK_FOR_transition_repricing_near_vwap,LOOK_FOR_transition_dislocated_from_vwap,LOOK_FOR_balance_dislocated_from_vwap,LOOK_FOR_trend_late_session,quality_label,quality_label_full,base_state
884.35,884.35,880.2,882.25,0,0,0,1,0.9649427047579968,NY,1,1.4531073446327707,day_anchor_std,server_midnight,0,1,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
882.3,883.45,880.45,880.75,0,0,0,1,0.9649427047579968,NY,1,1.4531073446327707,day_anchor_std,server_midnight,0,1,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
880.55,882.95,880.55,882.5,0,0,0,1,0.9649427047579968,NY,1,1.4531073446327707,day_anchor_std,server_midnight,0,1,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
882.45,882.45,880.6,881.85,0,0,0,1,0.9649427047579968,NY,1,1.4531073446327707,day_anchor_std,server_midnight,0,1,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
881.95,881.95,877.95,878.95,0,0,0,1,0.8643538853582289,NY_PM,2,1.6716417910448012,day_anchor_std,server_midnight,0,1,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
878.85,879.35,877.6,878.55,0,0,0,1,0.8643538853582289,NY_PM,2,1.6716417910448012,day_anchor_std,server_midnight,0,1,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
878.65,880.3,878.35,880.3,0,0,0,1,0.8643538853582289,NY_PM,2,1.6716417910448012,day_anchor_std,server_midnight,0,1,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
879.75,879.75,879.75,879.75,0,0,0,1,0.8923433999372969,NY_PM,3,1.8487886382623164,day_anchor_std,server_midnight,0,1,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
879.7,879.75,879.65,879.65,0,0,0,1,0.7812453398920822,NY_PM,4,2.0141043723554497,day_anchor_std,server_midnight,0,1,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
879.85,879.85,879.75,879.75,0,0,0,1,0.7812453398920822,NY_PM,4,2.0141043723554497,day_anchor_std,server_midnight,0,1,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
