open,high,low,close,tick_volume,spread,real_volume,state_hat_H1,margin_H1,ctx_session_bucket,ctx_state_age,ctx_dist_vwap_atr,ctx_vwap_source,ctx_vwap_anchor,LOOK_FOR_transition_repricing_near_vwap,LOOK_FOR_transition_dislocated_from_vwap,LOOK_FOR_balance_dislocated_from_vwap,LOOK_FOR_trend_late_session,quality_label,quality_label_full,base_state
878.95,879.45,878.95,879.45,0,0,0,1,0.9881248991486974,NY,1,,day_anchor_std,server_midnight,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
880.55,881.05,880.2,880.85,0,0,0,1,0.9881248991486974,NY,1,,day_anchor_std,server_midnight,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
881.55,881.65,879.1,879.55,0,0,0,1,0.9881248991486974,NY,2,,day_anchor_std,server_midnight,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
879.75,880.3,877.95,878.25,0,0,0,1,0.9881248991486974,NY,2,,day_anchor_std,server_midnight,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
878.2,878.55,877.45,878.05,0,0,0,1,0.9881248991486974,NY,2,,day_anchor_std,server_midnight,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
878.25,878.95,877.65,877.65,0,0,0,1,0.9881248991486974,NY,2,,day_anchor_std,server_midnight,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
877.15,877.15,875.75,875.85,0,0,0,1,0.9881248991486974,NY,3,,day_anchor_std,server_midnight,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
876.05,877.95,875.95,877.05,0,0,0,1,0.9881248991486974,NY,3,,day_anchor_std,server_midnight,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
876.95,877.05,875.95,877.05,0,0,0,1,0.9881248991486974,NY,3,,day_anchor_std,server_midnight,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
877.15,880.55,877.15,880.55,0,0,0,1,0.9881248991486974,NY,3,,day_anchor_std,server_midnight,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
880.35,881.15,880.25,880.45,0,0,0,1,0.9881248991486974,NY,4,,day_anchor_std,server_midnight,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
880.15,882.85,879.1,879.15,0,0,0,1,0.9881248991486974,NY,4,,day_anchor_std,server_midnight,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
879.25,883.4,879.25,882.75,0,0,0,1,0.9881248991486974,NY,4,,day_anchor_std,server_midnight,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
882.7,883.55,882.45,883.5,0,0,0,1,0.9881248991486974,NY,4,,day_anchor_std,server_midnight,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
883.15,883.55,882.25,883.45,0,0,0,1,0.9881248991486974,NY,5,,day_anchor_std,server_midnight,0,0,0,0,TRANSITION_FAILED,TRANSITION_FAILED,TRANSITION
883.55,885.5,883.55,884.65,0,0,0,1,0.9881248991486974,NY,5,,day_anchor_std,server_midnight,0,0,0,0,TRANSITION_FAILED,TRANSITION_FAILED,TRANSITION
884.8,885.45,884.5,885.15,0,0,0,1,0.9881248991486974,NY,5,,day_anchor_std,server_midnight,0,0,0,0,TRANSITION_FAILED,TRANSITION_FAILED,TRANSITION
885.25,885.35,883.95,884.35,0,0,0,1,0.9881248991486974,NY,5,,day_anchor_std,server_midnight,0,0,0,0,TRANSITION_FAILED,TRANSITION_FAILED,TRANSITION
884.55,885.15,883.95,884.1,0,0,0,1,0.9881248991486974,NY_PM,6,,day_anchor_std,server_midnight,0,0,0,0,TRANSITION_FAILED,TRANSITION_FAILED,TRANSITION
883.8,884.55,883.65,883.95,0,0,0,1,0.9881248991486974,NY_PM,6,,day_anchor_std,server_midnight,0,0,0,0,TRANSITION_FAILED,TRANSITION_FAILED,TRANSITION
884.0,885.45,883.95,885.35,0,0,0,1,0.9881248991486974,NY_PM,6,,day_anchor_std,server_midnight,0,0,0,0,TRANSITION_FAILED,TRANSITION_FAILED,TRANSITION
883.45,883.95,883.45,883.65,0,0,0,1,0.9881248991486974,NY_PM,7,,day_anchor_std,server_midnight,0,0,0,0,TRANSITION_FAILED,TRANSITION_FAILED,TRANSITION
883.7,884.75,883.65,884.75,0,0,0,1,0.9784657158242496,NY_PM,8,,day_anchor_std,server_midnight,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
884.8,884.8,884.75,884.75,0,0,0,1,0.9784657158242496,NY_PM,8,,day_anchor_std,server_midnight,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
884.8,884.8,883.95,884.25,0,0,0,1,0.9784657158242496,NY_PM,8,,day_anchor_std,server_midnight,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
883.95,884.5,883.95,884.45,0,0,0,1,0.9784657158242496,NY_PM,8,,day_anchor_std,server_midnight,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
884.5,884.5,884.45,884.45,0,0,0,0,0.9487529069100729,NY_PM,1,,day_anchor_std,server_midnight,0,0,0,0,BALANCE_COMPRESSING,BALANCE_COMPRESSING,BALANCE
884.5,884.5,884.45,884.45,0,0,0,0,0.9487529069100729,NY_PM,1,,day_anchor_std,server_midnight,0,0,0,0,BALANCE_COMPRESSING,BALANCE_COMPRESSING,BALANCE
884.35,884.5,884.35,884.45,0,0,0,0,0.9487529069100729,NY_PM,1,,day_anchor_std,server_midnight,0,0,0,0,BALANCE_COMPRESSING,BALANCE_COMPRESSING,BALANCE
887.95,889.05,887.95,888.85,0,0,0,0,0.9487529069100729,NY,2,,day_anchor_std,server_midnight,0,0,0,0,BALANCE_COMPRESSING,BALANCE_COMPRESSING,BALANCE
888.75,888.85,887.45,887.55,0,0,0,0,0.9487529069100729,NY,2,,day_anchor_std,server_midnight,0,0,0,0,BALANCE_COMPRESSING,BALANCE_COMPRESSING,BALANCE
887.5,887.7,887.0,887.25,0,0,0,0,0.9487529069100729,NY,3,,day_anchor_std,server_midnight,0,0,0,0,BALANCE_COMPRESSING,BALANCE_COMPRESSING,BALANCE
887.05,888.0,886.55,887.15,0,0,0,0,0.9487529069100729,NY,3,,day_anchor_std,server_midnight,0,0,0,0,BALANCE_COMPRESSING,BALANCE_COMPRESSING,BALANCE
887.25,887.55,886.55,887.05,0,0,0,0,0.9487529069100729,NY,3,,day_anchor_std,server_midnight,0,0,0,0,BALANCE_COMPRESSING,BALANCE_COMPRESSING,BALANCE
887.0,887.25,885.55,886.05,0,0,0,0,0.9487529069100729,NY,3,,day_anchor_std,server_midnight,0,0,0,0,BALANCE_COMPRESSING,BALANCE_COMPRESSING,BALANCE
886.25,887.05,885.95,886.25,0,0,0,0,0.9968904275931616,NY,4,,day_anchor_std,server_midnight,0,0,0,0,BALANCE_COMPRESSING,BALANCE_COMPRESSING,BALANCE
886.75,886.95,886.05,886.05,0,0,0,0,0.9968904275931616,NY,4,,day_anchor_std,server_midnight,0,0,0,0,BALANCE_COMPRESSING,BALANCE_COMPRESSING,BALANCE
885.85,885.85,884.65,884.95,0,0,0,0,0.9968904275931616,NY,4,,day_anchor_std,server_midnight,0,0,0,0,BALANCE_COMPRESSING,BALANCE_COMPRESSING,BALANCE
884.85,886.85,884.85,886.4,0,0,0,0,0.9968904275931616,NY,4,,day_anchor_std,server_midnight,0,0,0,0,BALANCE_COMPRESSING,BALANCE_COMPRESSING,BALANCE
886.35,887.15,885.95,887.15,0,0,0,0,0.8717691597031736,NY,5,,day_anchor_std,server_midnight,0,0,0,0,BALANCE_LEAKING,BALANCE_LEAKING,BALANCE
886.95,887.15,886.45,886.95,0,0,0,0,0.8717691597031736,NY,5,,day_anchor_std,server_midnight,0,0,0,0,BALANCE_LEAKING,BALANCE_LEAKING,BALANCE
887.0,887.15,886.55,886.65,0,0,0,0,0.8717691597031736,NY,5,,day_anchor_std,server_midnight,0,0,0,0,BALANCE_LEAKING,BALANCE_LEAKING,BALANCE
886.7,886.95,883.25,883.85,0,0,0,0,0.8717691597031736,NY,5,,day_anchor_std,server_midnight,0,0,0,0,BALANCE_LEAKING,BALANCE_LEAKING,BALANCE
884.35,884.35,880.2,882.25,0,0,0,1,0.9649427047579968,NY,1,1.4531073446327707,day_anchor_std,server_midnight,0,1,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
882.3,883.45,880.45,880.75,0,0,0,1,0.9649427047579968,NY,1,1.4531073446327707,day_anchor_std,server_midnight,0,1,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
880.55,882.95,880.55,882.5,0,0,0,1,0.9649427047579968,NY,1,1.4531073446327707,day_anchor_std,server_midnight,0,1,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
882.45,882.45,880.6,881.85,0,0,0,1,0.9649427047579968,NY,1,1.4531073446327707,day_anchor_std,server_midnight,0,1,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
881.95,881.95,877.95,878.95,0,0,0,1,0.8643538853582289,NY_PM,2,1.6716417910448012,day_anchor_std,server_midnight,0,1,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
878.85,879.35,877.6,878.55,0,0,0,1,0.8643538853582289,NY_PM,2,1.6716417910448012,day_anchor_std,server_midnight,0,1,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
878.65,880.3,878.35,880.3,0,0,0,1,0.8643538853582289,NY_PM,2,1.6716417910448012,day_anchor_std,server_midnight,0,1,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
